RouteNum;Authority;City;Transport;Operator;ValidityPeriods;SpecialDates;RouteTag;RouteType;Commercial;RouteName;Weekdays;RouteID;Entry;RouteStops;Pikas2012.11.19;Datestart
44;;;;4 ТП;16405,;;;A>B;A;ДС Запад-3 - Бобруйская;1234567;143137;;69517,15191,15192,14855,14856,14679,14680,14681,14682,14683,14684,14685,14686,14687,14688,14570,14571,15893,15894,133147;;d1-d5 - 12.12.2014<br>d6 - 06.12.2014<br>d7 - 07.12.2014
;;;;;;;;B>A;A;Бобруйская - ДС Запад-3;1234567;143138;;133147,69093,15944,15892,14525,14526,14575,14576,14577,14589,14590,14591,14592,14593,14594,14595,14857,14859,14882,14883,14888,69517;;
;;;;;;;0;A>D;A;ДС Запад-3 - ТП4;1234567;143140;;69517,15191,15192,14855,14856,14679,14680,14681,14682,14683,14684,14685;;
;;;;;;;0;D>A;A;ТП4 - ДС Запад-3;1234567;143139;;14591,14592,14593,14594,14595,14857,14859,14882,14883,14888,69517;;
;;;;;;;0;D>B;A;ТП4 - Бобруйская;1234567;143141;;14686,14687,14688,14570,14571,15893,15894,133147;;
46;;;;3 ТП+5 ТП;16349,;;;A>B;A;ДС Зеленый Луг - пл. Мясникова;1234567;138784;;15790,15787,15784,15782,54541,14461,14462,14463,14464,14465,14466,14467,14456,14468,14469,15565,15566,15122,15774,15775;;d1-d5 - 06.10.2014<br>d6-d7 - 31.05.2014
;;;;;;;;B>A;A;пл. Мясникова - ДС Зеленый Луг;1234567;138787;;15775,15597,15598,15599,15600,15601,15602,15219,14441,14442,14443,14444,14445,14446,14447,14448,14449,14450,15781,15783,15785,15786,15790;;
;;;;;;;0;A>D;A;ДС Зеленый Луг - ТП 5;1234567;138782;;15790,15787,15784,15782,54541,14461,14462,14463,14464,14465,14466;;
;;;;;;;0;A>D1;A;ДС Зеленый Луг - ТП 3;12345;138788;;15790,15787,15784,15782,54541,14461,14462,14463,14464,14465,14466,14467,14456,14468,14469,15565,15566,15122;;
;;;;;;;0;B>D;A;пл. Мясникова - ТП 5;12345;138785;;15775,15597,15598,15599,15600,15601,15602,15219,14441,14442,14443;;
;;;;;;;0;D>A;A;ТП 5 - ДС Зеленый Луг;12345;138783;;14444,14445,14446,14447,14448,14449,14450,15781,15783,15785,15786,15790;;
;;;;;;;0;D>B;A;ТП 5 - пл. Мясникова;12345;138786;;14467,14456,14468,14469,15565,15566,15122,15774,15891,15775;;
;;;;;;;0;D1>A;A;ТП 3 - ДС Зеленый Луг;12345;138789;;15597,15598,15599,15600,15601,15602,15219,14441,14442,14443,14444,14445,14446,14447,14448,14449,14450,15781,15783,15785,15786,15790;;
47;;;;3 ТП;16333,;;;A>B;A;ДС Малиновка-4 - ст.м. Пушкинская;1234567;137737;;54638,15581,15583,15584,15585,15586,15590,15591,15592,15593,69269,69034,72457,72434,15691,15692,15693,15694,16253,15212,15213,15214,15215,15216,15165,15166,14715,14817,14818,14819,14684,230016;;d1-d5 - 22.10.2014<br>d6-d7 - 20.09.2014
;;;;;;;;B>A;A;ст.м. Пушкинская - ДС Малиновка-4;1234567;137740;;230016,14590,14702,14703,14704,14714,15129,15130,14903,14904,14905,14906,14907,16249,15685,15686,15688,15689,73039,72458,72435,69018,15572,15573,15574,15575,15576,15577,15578,15579,15580,15582,54638;;
;;;;;;;0;A>D;A;ДС Малиновка-4 - ТП 3;1234567;137735;;54638,15581,15583,15584,15585,15586,15590,15591,14934;;
;;;;;;;0;B>D;A;ст.м. Пушкинская - ТП 3;1234567;137738;;230016,14590,14702,14703,14704,14714,14716,54642,14763,15201,15212;;
;;;;;;;0;D>A;A;ТП 3 - ДС Малиновка-4;1234567;137736;;16249,15685,15686,15688,15689,73039,72458,72435,69018,15572,15573,15574,15575,15576,15577,15578,15579,15580,15582,54638;;
;;;;;;;0;D>B;A;ТП 3 - ст.м. Пушкинская;1234567;137739;;15165,15166,14715,14817,14818,14819,14684,230016;;
48;;;;4 ТП;16349,;;;A>B;A;ДС Кунцевщина - РК Лобанка;12345;138793;;15858,14606,14607,14868,14869,14870,14871,14872,14873,15137,15138,15139,15175,121002;;d1-d5 - 12.12.2014
;;;;;;;;B>A;A;РК Лобанка - ДС Кунцевщина;12345;138794;;121002,15153,15154,15158,14874,14875,14876,14877,14878,14867,14600,14601,54610,15858;;
;;;;;;;0;A>D;A;ДС Кунцевщина - ТП4;12345;138796;;15858,14606,14607,14868,14869;;
;;;;;;;0;D>A;A;ТП4 - ДС Кунцевщина;12345;138795;;14878,14867,14600,14601,54610,15858;;
;;;;;;;0;D>B;A;ТП4 - РК Лобанка;12345;138792;;15137,15138,15139,15175,121002;;
49;;;;2 ТП;16213,;;;A>B;A;ДС Чижовка-1 - О.Кошевого;1234567;129952;;15773,15772,15527,15528,15529,15769,15768,15766,54305,54306,15759,15757,15756,15754,15831,15615,15942,15943,15938,14473;;d1-d5 - 23.05.2014<br>d6-d7 - 24.05.2014
;;;;;;;;B>A;A;О.Кошевого - ДС Чижовка-1;1234567;129955;;14473,15939,15940,15941,15830,54310,15752,15753,14472,15758,15760,15762,15764,15765,15767,14478,15530,15531,15532,15771,15773;;
51;;;;2 ТП+3 ТП;16328,;;;A>B;A;ДС Курасовщина - ДС Дружная;1234567;137046;;15836,15049,15050,15090,15097,15098,15100,15102,15065,15837,15839,15843,73075;;d1-d5 - 15.09.2014<br>d6-d7 - 13.07.2014
;;;;;;;;B>A;A;ДС Дружная - ДС Курасовщина;1234567;137045;;73075,15666,15838,15020,15104,15103,15101,15099,15105,15106,15052,15053,15056,15836;;
;;;;;;;0;A>D;A;ДС Курасовщина - ТП2;1234567;137048;;15836,15049,15050,15090,15097,15098,15100,15102,15065,15837,15839,15843;;
;;;;;;;0;D>A;A;ТП2 - ДС Курасовщина;1234567;137047;;15666,15838,15020,15104,15103,15101,15099,15105,15106,15052,15053,15056,15836;;
52;;;;3 ТП;16228,;;;A>B;A;ДС Малиновка-4 - ДС Кунцевщина;1234567;132081;;54638,15581,15583,15584,15585,15586,15643,15644,15645,58341,58342,58337,14874,14875,14876,14877,14878,14867,14600,14601,15522,15858;;d1-d5 - 03.11.2014<br>d6-d7 - 07.06.2014
;;;;;;;;B>A;A;ДС Кунцевщина - ДС Малиновка-4;1234567;132084;;15858,14606,14607,14868,14869,14870,14871,14872,14873,58335,58336,58343,15640,15641,15642,15577,15578,15579,15580,15582,54638;;
;;;;;;;0;A>D;A;ДС Малиновка-4 - ТП 3;1234567;132085;;54638,15581,15583,15584,15585,15586,15643,15644,15645,15647,15648;;
;;;;;;;0;B>D;A;ДС Кунцевщина - ТП 3;1234567;132083;;15858,14606,14607,14868,14869,14870,14871,14872,14873,58335,54678,58343;;
;;;;;;;0;D>A;A;ТП 3 - ДС Малиновка-4;1234567;132086;;15640,15641,15642,15577,15578,15579,15580,15582,54638;;
;;;;;;;0;D>B;A;ТП 3 - ДС Кунцевщина;12345;132082;;58341,58342,58337,14874,14875,14876,14877,14878,14867,14600,14601,15522,15858;;
53;;;;;16194,;;;A>B;A;ДС Малиновка-4 - ДС Зеленый Луг;1234567;128295;;54638,15581,15583,15584,15585,15586,15590,15591,14934,14935,15654,15655,71807,73042,14906,14907,15200,15596,15202,15205,15207,15209,15211,15597,15598,15599,15600,15601,15602,15219,14441,14442,14443,14444,14445,14446,14447,14448,14449,14450,15781,15783,15785,15786,15790;;d1-d5 - 12.12.2014<br>d6-d7 - 04.05.2014
;;;;;;;;B>A;A;ДС Зеленый Луг - ДС Малиновка-4;1234567;128292;;15790,15787,15784,15782,54541,14461,14462,14463,14464,14465,14466,14467,14456,14468,14469,15565,15566,15122,15567,15568,15210,15208,15206,15204,15203,15201,15212,15213,71803,73043,15656,15657,58338,14936,15575,15576,15577,15578,15579,15580,15582,54638;;
;;;;;;;0;A>D;A;ДС Малиновка-4 - ТП 3;67;128293;;54638,15581,15583,15584,15585,15586,15590,15591,14934;;
;;;;;;;0;D>A;A;ТП 3 - ДС Малиновка-4;67;128294;;15575,15576,15577,15578,15579,15580,15582,54638;;
;;;;;;;0;D>B;A;ТП 3 - ДС Зеленый Луг;67;128290;;15597,15598,15599,15600,15601,15602,15219,14441,14442,14443,14444,14445,14446,14447,14448,14449,14450,15781,15783,15785,15786,15790;;
54;;;;4 ТП;16069,;;;A>B;A;ДС Масюковщина - Академическая;12345;114602;;15227,15262,15263,15277,15278,14841,54519,14843,14844,14845,14846,14847,14764,14765,14766,14767;;d1-d5 - 30.12.2013
;;;;;;;;B>A;A;Академическая - ДС Масюковщина;12345;114603;;14755,14757,14760,14758,14759,14693,14694,14695,14696,14697,54537,14699,15223,15224,15225,15226,15227;;
;;;;;;;0;A>D;A;ДС Масюковщина - ТП4 (ч/з Гусовского);12345;114606;;15227,15262,15263,15277,15278,14841;;
;;;;;;;0;D>A1;A;ТП4 - ДС Масюковщина;12345;114604;;14699,15223,15224,15225,15226,15227;;
55;;;;;16272,;;;A>B;A;ДС Одоевского - Дом кино;12345;133934;;15562,15169,15195,14818,14819,14838,14839,14840,14841,54519,14843,14844,14845,14846,14847,14764,14765,14766,14992,15017;;d1-d5 - 21.07.2014
;;;;;;;;B>A;A;Дом кино - ДС Одоевского;12345;133935;;15017,15107,14761,14760,14758,14759,14693,14694,14695,14696,14697,54537,14699,14700,14701,14702,14703,14848,14849,15562;;
;;;;;;;;D>B1;A;ТП4 - Дом кино;12345;133936;;14838,14839,14840,14841,54519,14843,14844,14845,14846,14847,14764,14765,14766,14992,15017;;
57;;;;;16349,;;;A>B;A;ДС Сухарево-5 - Городской вал;12345;138799;;133395,73663,69090,58340,15153,15154,15158,15159,15160,15161,15162,15163,15164,15165,15166,15167,15168,15127,15126,14686,14687,14688,14689,14690;;d1-d5 - 06.10.2014
;;;;;;;;B>A;A;Городской вал - ДС Сухарево-5;12345;138798;;14690,14572,14573,14575,14576,15123,15124,15125,15128,15129,15130,15131,15132,54292,15134,15135,15136,15137,15138,15139,15140,15141,73666,73665,133395;;
;;;;;;;0;A>D;A;ДС Сухарево-5 - ТП4;12345;138803;;133395,73663,69090,58340,15153,15154,15158,15159,15160,15161,15162,15163,15164,15165,15166,15167;;
;;;;;;;0;D>A;A;ТП4 - ДС Сухарево-5;12345;138802;;15129,15130,15131,15132,54292,15134,15135,15136,15137,15138,15139,15140,15141,73666,73665,133395;;
58;;;;;16216,;;;A>B;A;ДС Масюковщина - Бобруйская;12345;130408;;15227,15262,15263,15277,15278,14841,14566,14535,14567,14568,14569,14570,14571,15893,15894,133147;;d1-d5 - 26.05.2014
;;;;;;;;B>A;A;Бобруйская - ДС Масюковщина;12345;130409;;133147,69093,15944,15892,14525,14526,14527,14528,14529,14533,14530,14536,14699,15223,15224,15225,15226,15227;;
;;;;;;;;A>D1;A;ДС Масюковщина - ТП4;12345;130411;;15227,15262,15263,15277,15278,14841,54519;;
;;;;;;;;B>D1;A;Бобруйская - ТП4;12345;130413;;133147,69093,15944,15892,14525,14526;;
;;;;;;;;D>A1;A;ТП4 - ДС Масюковщина;12345;130410;;54537,14699,15223,15224,15225,15226,15227;;
;;;;;;;;D>B1;A;ТП4 - Бобруйская;12345;130412;;14570,14571,15893,15894,133147;;
59;;;;2 ТП;15955,;;;A>B;A;ДС Серова - Долгобродская;67;102012;;69176,15068,15095,15096,15097,15098,15100,15102,15065,15837,15839,15835,15902,15903,15904,15905,15906,15612,15613,15614,15615,15942,15943,54329;;d1-d5 - 03.11.2014<br>d6-d7 - 07.09.2013
;;;;;16377,;;;A>B;A;ДС  Серова - Долгобродская;12345;141398;;69176,15068,15095,15096,15097,15098,15100,15102,15065,15837,15839,15835,15902,15903,15904,15905,15906,15612,15613,15614,15615,15942,15943,54329;;
;;;;;15955,;;;B>A;A;Долгобродская - ДС Серова;67;102015;;54329,14780,14781,15625,15626,15627,15628,15907,15908,15909,54334,15910,15911,15919,15838,15020,15104,15103,15101,15099,15105,15092,15093,15094,69175,69176;;
;;;;;16377,;;;B>A;A;Долгобродская - ДС  Серова;12345;141401;;54329,14780,14781,15625,15626,15627,15628,15907,15908,15909,54334,15910,15911,15919,15838,15020,15104,15103,15101,15099,15105,15092,15093,15094,69175,69176;;
60;;;;;16375,;;;A>B;A;ДС Ангарская-4 - ст.м. Могилевская;1234567;140836;;68909,15330,15331,15332,15342,15339,15340,15341,133412,14712;;d1-d5 - 18.11.2014<br>d6-d7 - 01.11.2014
;;;;;;;;B>A;A;ст.м. Могилевская - ДС Ангарская-4;1234567;140839;;14712,15298,15299,15300,15301,15302,15303,15304,15833,68909;;
61;;;;5 ТП;15311,;;;A>B;A;ДС Уручье -2 - Академическая;67;65588;;14386,14384,14382,14649,14651,14675,14513,14514,14515,54322,14484,14483,15117,15118,15119,15120,15121,15107,14767;;d1-d5 - 06.10.2014<br>d6-d7 - 03.12.2011
;;;;;16349,;;;A>B;A;ДС Уручье-2 - Академическая;12345;138807;;14386,14384,14382,14649,14651,14675,14513,14514,14515,54322,14484,14483,15117,15118,15119,15120,15121,15107,14767;;
;;;;;15311,;;;B>A;A;Академическая - ДС Уручье -2;1234567;65591;;14755,14757,14992,15017,15108,15109,15110,15111,15116,14482,14485,14486,14487,14431,14676,14650,14381,14383,14385,14386;;
;;;;;;;0;A>D;A;ДС Уручье-2 - ТП5;67;65586;;14386,14384,14382,14649,14651,14675,14489,14677,15418,15419,15420,15421,14774,14775,14776,15363,15404,54199;;
;;;;;;;0;D>B1;A;ТП5 - Академическая (ч/з Калиновского);67;65585;;54322,14484,14483,15117,15118,15119,15120,15121,15107,14767;;
62;;;;;15619,;;;A>B;A;ДС Уручье-2 - ДС Уручье-4;1234567;77347;;14386,14384,14382,14649,14651,14652,14654,14658,14660;;d1-d5 - 01.07.2013<br>d6-d7 - 06.10.2012
;;;;;;;;B>A;A;ДС Уручье-4 - ДС Уручье-2;1234567;77348;;14660,14657,14656,14653,14650,14381,14383,14385,14386;;
;;;;;;;0;A>D;A;ДС Уручье-2 - ТП5;1234567;77346;;14386,14384,14382,14649,14651,14675,14489,14677,15418,15419,15420,15421,14774,14775,14776,15363,15404,54199;;
63;;;;3 ТП;16194,;;;A>B;A;ДС Юго-Запад – ДС Дружная;1234567;127052;;54682,15641,15642,15590,15591,14934,14935,15654,15655,71807,73042,14906,14907,16249,15696,15697,15698,15699,15700,15701,15843,73075;;d1-d5 - 01.09.2014<br>d6 - 09.05.2014<br>d7 - 04.05.2014
;;;;;;;;B>A;A;ДС Дружная - ДС Юго-Запад;1234567;127049;;73075,15667,15668,15669,15675,14718,15683,15684,16253,15212,15213,71803,73043,15656,15657,58338,14936,15575,15576,15643,15644,15646,54682;;
;;;;;;;0;A>D;A;ДС Юго-Запад - ТП 3;1234567;127050;;54682,15641,15642,15590,15591,14934;;
;;;;;;;0;D>A;A;ТП 3 - ДС Юго-Запад;1234567;127051;;15575,15576,15643,15644,15646,54682;;
;;;;;;;0;D>B;A;ТП 3 - ДС Дружная;67;127053;;16249,15696,15697,15698,15699,15700,15701,15843,73075;;
64;;;;;16284,;;;A>B;A;ДС Малиновка-4 - ДС Дружная;1234567;134446;;54638,15581,15583,15584,15585,15586,15590,15591,15592,15593,15594,15595,15664,15197,15693,15694,15696,15697,15698,15699,15700,15701,15843,73075;;d1-d5 - 12.12.2014<br>d6 - 02.08.2014<br>d7 - 03.08.2014
;;;;;;;;B>A;A;ДС Дружная  - ДС Малиновка-4;1234567;134443;;73075,15667,15668,15669,15675,14718,15683,15684,15685,212073,14909,15198,15570,15571,15572,15573,15574,15575,15576,15577,15578,15579,15580,15582,54638;;
;;;;;;;0;A>D;A;ДС Малиновка-4 - ТП 3;1234567;134444;;54638,15581,15583,15584,15585,15586,15590,15591,15592,15593,15594,15595,15664,15197;;
;;;;;;;0;D>A;A;ТП 3 - ДС Малиновка-4;1234567;134445;;15198,15570,15571,15572,15573,15574,15575,15576,15577,15578,15579,15580,15582,54638;;
68;;;;4 ТП;15983,;;;A>B;A;ДС Одоевского - ДС Славинского;67;105592;;15562,15169,15195,14818,14819,14838,14839,14840,14841,54519,14843,14844,14845,14846,14847,14764,14765,14766,14992,14993,14994,14995,14348,14997,15014;;d6-d7 - 05.10.2013
;;;;;;;;B>A;A;ДС Славинского - ДС Одоевского;67;105595;;15014,14350,14347,15015,15016,15017,15107,14761,14760,14758,14759,14693,14694,14695,14696,14697,54537,14699,14700,14701,14702,14703,14848,14849,15562;;
;;;;;;;0.83;B>D;A;ДС Славинского - ТП4;67;105593;;15014,14350,14347,15015,15016,15017,15107,14761,14760,14758,14759,14693,14694,14695,14696,14697,54537,14699,14700,14701;;
;;;;;;;0.86;D>B;A;ТП4 - ДС Славинского;67;105594;;14838,14839,14840,14841,54519,14843,14844,14845,14846,14847,14764,14765,14766,14992,14993,14994,14995,14348,14997,15014;;
77;;;;;16410,;;;A>B;A;ДС Сухарево-5 - Саперов;1234567;144196;;133395,73663,69090,73484,58361,15177,14893,15178,15170,15191,15192,14855,14856,14679,14680,14681,14682,14683,14838,14839,14840,14841,14566,14531;;d1-d5 - 10.12.2014<br>d6-d7 - 06.12.2014
;;;;;;;;B>A;A;Саперов - ДС Сухарево-5;1234567;144197;;14531,15040,15041,54537,14699,14700,14701,14591,14592,14593,14594,14595,14857,14859,14882,14883,14888,14889,14890,14891,58360,58362,15141,73666,73665,133395;;
;;;;;;;0;A>D;A;ДС Сухарево-5 - ТП 4;1234567;144198;;133395,73663,69090,73484,58361,15177,14893,15178,15170,15191,15192,14855,14856,14679,14680,14681,14682,14683,14684;;
;;;;;;;0;D>A;A;ТП 4 - ДС Сухарево-5;1234567;144200;;14591,14592,14593,14594,14595,14857,14859,14882,14883,14888,14889,14890,14891,58360,58362,15141,73666,73665,133395;;
92;;;;5 ТП;16040,;;;A>B;A;ДС Карастояновой - Чижовка-6;1234567;112261;;54651,15713,58346,14764,14765,14766,14767,14769,14770,14771,14772,14774,14775,14776,15283,15287,15289,15291,15292,15704,15705,15707,15530,15531,15532,15712,15711;;d1-d5 - 01.09.2014<br>d6-d7 - 01.12.2013
;;;;;;;;B>A;A;Чижовка-6 - ДС Карастояновой;1234567;112258;;15711,15710,15527,15528,15529,15709,15708,15706,15294,15293,15290,15288,15286,15361,15362,14738,14739,14740,14741,14742,14754,14755,14757,14760,14758,14759,15716,15715,54650,54651;;
